"AssemblyName","AssemblyVersion","ReferencingAssembly","ReferencingAssemblyVersion","Directory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.MixedReality","0.1.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Management.MixedReality","0.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.MixedReality"
"Hyak.Common","1.0.0.0","Microsoft.Azure.Common","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Monitor","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Monitor","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.Management.Monitor","0.21.0.0","Microsoft.Azure.PowerShell.Cmdlets.Monitor","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Monitor","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Storage","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Monitor","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Monitor","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.Management.Monitor","0.21.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Monitor","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Management.Monitor","0.21.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Monitor","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Monitor"
"AutoMapper","6.2.2.0","Microsoft.Azure.PowerShell.Cmdlets.Network","1.6.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Hyak.Common","1.0.0.0","Microsoft.Azure.Common","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.Management.Network","19.5.0.0","Microsoft.Azure.PowerShell.Cmdlets.Network","1.6.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Network","1.6.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Storage","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Network","1.6.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Network","1.6.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Network","1.6.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.Management.Network","19.5.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Network","1.6.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Management.Network","19.5.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Network","1.6.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Network"
"Hyak.Common","1.0.0.0","Microsoft.Azure.Common","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.Management.NotificationHubs","2.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.NotificationHubs","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.NotificationHubs","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Storage","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.NotificationHubs","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.NotificationHubs","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.Management.NotificationHubs","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.NotificationHubs"
