"AssemblyName","AssemblyVersion","ReferencingAssembly","ReferencingAssemblyVersion","Directory"
"Microsoft.Azure.PowerShell.Authentication.ResourceManager","0.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Accounts","1.5.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Accounts","1.5.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Authentication","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Authentication.ResourceManager","0.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Accounts","1.5.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure.Authentication","2.0.0.0","Microsoft.Azure.PowerShell.Authentication","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Authentication","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Accounts","1.5.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Authentication","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Accounts","1.5.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure.Authentication","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Microsoft.WindowsAzure.Storage","9.3.0.0","Microsoft.WindowsAzure.Storage.DataMovement","0.8.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Accounts"
"Hyak.Common","1.0.0.0","Microsoft.Azure.Common","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.Management.Advisor","0.9.0.0","Microsoft.Azure.PowerShell.Cmdlets.Advisor","0.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Advisor","0.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Storage","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Advisor","0.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Advisor","0.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.Management.Advisor","0.9.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Advisor","0.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Management.Advisor","0.9.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Advisor","0.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Advisor"
"AutoMapper","6.2.2.0","Microsoft.Azure.PowerShell.Cmdlets.Aks","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Hyak.Common","1.0.0.0","Microsoft.Azure.Common","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Aks","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Storage","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Aks","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Aks","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Aks","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Aks","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Aks","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Aks","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.Aks","1.0.1.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.Aks"
