Validator,Assembly,Target,Severity,Description,Remediation
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayBackendAddressPool","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayBackendAddressPool for cmdlet New-AzureRmApplicationGatewayBackendAddressPool has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewayBackendAddressPool"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayBackendAddressPool","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayBackendAddressPool","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayBackendAddressPool in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayBackendAddressPool","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayBackendAddressPool for cmdlet Remove-AzureRmApplicationGatewayBackendAddressPool has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmApplicationGatewayBackendAddressPool"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayBackendAddressPool","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayBackendAddressPool","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Set-AzureRmApplicationGatewayBackendAddressPool has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmApplicationGatewayBackendAddressPool"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayBackendHttpSettings","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayBackendHttpSettings","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Add-AzureRmApplicationGatewayBackendHttpSettings has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmApplicationGatewayBackendHttpSettings"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayBackendHttpSettings","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayBackendHttpSettings","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayBackendHttpSettings in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayBackendHttpSettings","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayBackendHttpSettings for cmdlet Get-AzureRmApplicationGatewayBackendHttpSettings has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmApplicationGatewayBackendHttpSettings"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayBackendHttpSettings","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayBackendHttpSettings","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayBackendHttpSettings in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayBackendHttpSettings","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayBackendHttpSettings for cmdlet New-AzureRmApplicationGatewayBackendHttpSettings has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewayBackendHttpSettings"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayBackendHttpSettings","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayBackendHttpSettings","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Remove-AzureRmApplicationGatewayBackendHttpSettings has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmApplicationGatewayBackendHttpSettings"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayBackendHttpSettings","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayBackendHttpSettings","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Set-AzureRmApplicationGatewayBackendHttpSettings has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmApplicationGatewayBackendHttpSettings"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayFrontendIPConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayFrontendIPConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Add-AzureRmApplicationGatewayFrontendIPConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmApplicationGatewayFrontendIPConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayFrontendIPConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendIPConfiguration","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendIPConfiguration in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayFrontendIPConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendIPConfiguration for cmdlet Get-AzureRmApplicationGatewayFrontendIPConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmApplicationGatewayFrontendIPConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayFrontendIPConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendIPConfiguration","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendIPConfiguration in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayFrontendIPConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendIPConfiguration for cmdlet New-AzureRmApplicationGatewayFrontendIPConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewayFrontendIPConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayFrontendIPConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayFrontendIPConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Remove-AzureRmApplicationGatewayFrontendIPConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmApplicationGatewayFrontendIPConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayFrontendIPConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayFrontendIPConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Set-AzureRmApplicationGatewayFrontendIPConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmApplicationGatewayFrontendIPConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayFrontendPort","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayFrontendPort","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Add-AzureRmApplicationGatewayFrontendPort has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmApplicationGatewayFrontendPort"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayFrontendPort","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendPort","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendPort in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayFrontendPort","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendPort for cmdlet Get-AzureRmApplicationGatewayFrontendPort has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmApplicationGatewayFrontendPort"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayFrontendPort","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendPort","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendPort in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayFrontendPort","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayFrontendPort for cmdlet New-AzureRmApplicationGatewayFrontendPort has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewayFrontendPort"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayFrontendPort","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayFrontendPort","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Remove-AzureRmApplicationGatewayFrontendPort has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmApplicationGatewayFrontendPort"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayFrontendPort","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayFrontendPort","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Set-AzureRmApplicationGatewayFrontendPort has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmApplicationGatewayFrontendPort"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayIPConfiguration","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayIPConfiguration","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Add-AzureRmApplicationGatewayIPConfiguration has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmApplicationGatewayIPConfiguration"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayIPConfiguration","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayIPConfiguration","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayIPConfiguration in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayIPConfiguration","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayIPConfiguration for cmdlet Get-AzureRmApplicationGatewayIPConfiguration has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmApplicationGatewayIPConfiguration"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayIPConfiguration","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayIPConfiguration","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayIPConfiguration in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayIPConfiguration","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayIPConfiguration for cmdlet New-AzureRmApplicationGatewayIPConfiguration has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewayIPConfiguration"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayIPConfiguration","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayIPConfiguration","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Remove-AzureRmApplicationGatewayIPConfiguration has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmApplicationGatewayIPConfiguration"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayIPConfiguration","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayIPConfiguration","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Set-AzureRmApplicationGatewayIPConfiguration has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmApplicationGatewayIPConfiguration"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayHttpListener","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayHttpListener","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Add-AzureRmApplicationGatewayHttpListener has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmApplicationGatewayHttpListener"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayHttpListener","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayHttpListener","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayHttpListener in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayHttpListener","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayHttpListener for cmdlet Get-AzureRmApplicationGatewayHttpListener has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmApplicationGatewayHttpListener"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayHttpListener","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayHttpListener","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayHttpListener in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayHttpListener","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayHttpListener for cmdlet New-AzureRmApplicationGatewayHttpListener has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewayHttpListener"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayHttpListener","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayHttpListener","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayHttpListener in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayHttpListener","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayHttpListener for cmdlet Remove-AzureRmApplicationGatewayHttpListener has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmApplicationGatewayHttpListener"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayHttpListener","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayHttpListener","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Set-AzureRmApplicationGatewayHttpListener has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmApplicationGatewayHttpListener"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayPathRuleConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayPathRule","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayPathRule in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayPathRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayPathRule for cmdlet New-AzureRmApplicationGatewayPathRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewayPathRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayProbeConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayProbeConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Add-AzureRmApplicationGatewayProbeConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmApplicationGatewayProbeConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayProbeConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayProbe","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayProbe in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayProbeConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayProbe for cmdlet Get-AzureRmApplicationGatewayProbeConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmApplicationGatewayProbeConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayProbeConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayProbe","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayProbe in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayProbeConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayProbe for cmdlet New-AzureRmApplicationGatewayProbeConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewayProbeConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayProbeConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayProbeConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Remove-AzureRmApplicationGatewayProbeConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmApplicationGatewayProbeConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayProbeConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayProbeConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Set-AzureRmApplicationGatewayProbeConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmApplicationGatewayProbeConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayRequestRoutingRule","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayRequestRoutingRule","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Add-AzureRmApplicationGatewayRequestRoutingRule has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmApplicationGatewayRequestRoutingRule"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayRequestRoutingRule","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayRequestRoutingRule","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayRequestRoutingRule in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayRequestRoutingRule","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayRequestRoutingRule for cmdlet Get-AzureRmApplicationGatewayRequestRoutingRule has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmApplicationGatewayRequestRoutingRule"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayRequestRoutingRule","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayRequestRoutingRule","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayRequestRoutingRule in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayRequestRoutingRule","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayRequestRoutingRule for cmdlet New-AzureRmApplicationGatewayRequestRoutingRule has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewayRequestRoutingRule"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayRequestRoutingRule","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayRequestRoutingRule","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayRequestRoutingRule in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayRequestRoutingRule","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayRequestRoutingRule for cmdlet Remove-AzureRmApplicationGatewayRequestRoutingRule has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmApplicationGatewayRequestRoutingRule"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayRequestRoutingRule","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayRequestRoutingRule","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Set-AzureRmApplicationGatewayRequestRoutingRule has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmApplicationGatewayRequestRoutingRule"
