Validator,Assembly,Target,Severity,Description,Remediation
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewaySku","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySku","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySku in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewaySku","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySku for cmdlet Get-AzureRmApplicationGatewaySku has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmApplicationGatewaySku"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewaySku","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySku","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySku in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewaySku","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySku for cmdlet New-AzureRmApplicationGatewaySku has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewaySku"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewaySku","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewaySku","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Set-AzureRmApplicationGatewaySku has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmApplicationGatewaySku"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewaySslCertificate","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewaySslCertificate","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Add-AzureRmApplicationGatewaySslCertificate has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmApplicationGatewaySslCertificate"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewaySslCertificate","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySslCertificate","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySslCertificate in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewaySslCertificate","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySslCertificate for cmdlet Get-AzureRmApplicationGatewaySslCertificate has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmApplicationGatewaySslCertificate"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewaySslCertificate","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySslCertificate","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySslCertificate in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewaySslCertificate","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewaySslCertificate for cmdlet New-AzureRmApplicationGatewaySslCertificate has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewaySslCertificate"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewaySslCertificate","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewaySslCertificate","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Remove-AzureRmApplicationGatewaySslCertificate has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmApplicationGatewaySslCertificate"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewaySslCertificate","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewaySslCertificate","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Set-AzureRmApplicationGatewaySslCertificate has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmApplicationGatewaySslCertificate"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayUrlPathMapConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmApplicationGatewayUrlPathMapConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Add-AzureRmApplicationGatewayUrlPathMapConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmApplicationGatewayUrlPathMapConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayUrlPathMapConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayUrlPathMap","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayUrlPathMap in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmApplicationGatewayUrlPathMapConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayUrlPathMap for cmdlet Get-AzureRmApplicationGatewayUrlPathMapConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmApplicationGatewayUrlPathMapConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayUrlPathMapConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayUrlPathMap","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayUrlPathMap in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmApplicationGatewayUrlPathMapConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGatewayUrlPathMap for cmdlet New-AzureRmApplicationGatewayUrlPathMapConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmApplicationGatewayUrlPathMapConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayUrlPathMapConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmApplicationGatewayUrlPathMapConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Remove-AzureRmApplicationGatewayUrlPathMapConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmApplicationGatewayUrlPathMapConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayUrlPathMapConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmApplicationGatewayUrlPathMapConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSApplicationGateway for cmdlet Set-AzureRmApplicationGatewayUrlPathMapConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmApplicationGatewayUrlPathMapConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmExpressRouteCircuit","3","The output type Microsoft.Azure.Commands.Network.Models.PSExpressRouteCircuit for cmdlet Get-AzureRmExpressRouteCircuit has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmExpressRouteCircuit"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmExpressRouteCircuit","3","The output type Microsoft.Azure.Commands.Network.Models.PSExpressRouteCircuit for cmdlet New-AzureRmExpressRouteCircuit has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmExpressRouteCircuit"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmExpressRouteCircuit","0","The cmdlet Remove-AzureRmExpressRouteCircuit has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmExpressRouteCircuit."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmExpressRouteCircuit","3","The output type Microsoft.Azure.Commands.Network.Models.PSExpressRouteCircuit for cmdlet Set-AzureRmExpressRouteCircuit has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmExpressRouteCircuit"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmExpressRouteCircuitAuthorization","3","The output type Microsoft.Azure.Commands.Network.Models.PSExpressRouteCircuit for cmdlet Add-AzureRmExpressRouteCircuitAuthorization has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmExpressRouteCircuitAuthorization"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmExpressRouteCircuitAuthorization","3","The output type Microsoft.Azure.Commands.Network.Models.PSExpressRouteCircuitAuthorization for cmdlet Get-AzureRmExpressRouteCircuitAuthorization has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmExpressRouteCircuitAuthorization"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmExpressRouteCircuitAuthorization","3","The output type Microsoft.Azure.Commands.Network.Models.PSExpressRouteCircuitAuthorization for cmdlet New-AzureRmExpressRouteCircuitAuthorization has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmExpressRouteCircuitAuthorization"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmExpressRouteCircuitAuthorization","3","The output type Microsoft.Azure.Commands.Network.Models.PSExpressRouteCircuit for cmdlet Remove-AzureRmExpressRouteCircuitAuthorization has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmExpressRouteCircuitAuthorization"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmExpressRouteCircuitPeeringConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSExpressRouteCircuit for cmdlet Add-AzureRmExpressRouteCircuitPeeringConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmExpressRouteCircuitPeeringConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmExpressRouteCircuitPeeringConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSPeering for cmdlet Get-AzureRmExpressRouteCircuitPeeringConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmExpressRouteCircuitPeeringConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmExpressRouteCircuitPeeringConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSPeering for cmdlet New-AzureRmExpressRouteCircuitPeeringConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmExpressRouteCircuitPeeringConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmExpressRouteCircuitPeeringConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSExpressRouteCircuit for cmdlet Remove-AzureRmExpressRouteCircuitPeeringConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmExpressRouteCircuitPeeringConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmExpressRouteCircuitPeeringConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSExpressRouteCircuit for cmdlet Set-AzureRmExpressRouteCircuitPeeringConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmExpressRouteCircuitPeeringConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmLoadBalancer","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Get-AzureRmLoadBalancer has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmLoadBalancer"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmLoadBalancer","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet New-AzureRmLoadBalancer has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmLoadBalancer"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmLoadBalancer","0","The cmdlet Remove-AzureRmLoadBalancer has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmLoadBalancer."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmLoadBalancer","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Set-AzureRmLoadBalancer has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmLoadBalancer"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmLoadBalancerBackendAddressPoolConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Add-AzureRmLoadBalancerBackendAddressPoolConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmLoadBalancerBackendAddressPoolConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmLoadBalancerBackendAddressPoolConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSBackendAddressPool for cmdlet Get-AzureRmLoadBalancerBackendAddressPoolConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmLoadBalancerBackendAddressPoolConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmLoadBalancerBackendAddressPoolConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSBackendAddressPool for cmdlet New-AzureRmLoadBalancerBackendAddressPoolConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmLoadBalancerBackendAddressPoolConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmLoadBalancerBackendAddressPoolConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Remove-AzureRmLoadBalancerBackendAddressPoolConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmLoadBalancerBackendAddressPoolConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmLoadBalancerFrontendIpConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Add-AzureRmLoadBalancerFrontendIpConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmLoadBalancerFrontendIpConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmLoadBalancerFrontendIpConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSFrontendIPConfiguration for cmdlet Get-AzureRmLoadBalancerFrontendIpConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmLoadBalancerFrontendIpConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmLoadBalancerFrontendIpConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSFrontendIPConfiguration for cmdlet New-AzureRmLoadBalancerFrontendIpConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmLoadBalancerFrontendIpConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmLoadBalancerFrontendIpConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Remove-AzureRmLoadBalancerFrontendIpConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmLoadBalancerFrontendIpConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmLoadBalancerFrontendIpConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Set-AzureRmLoadBalancerFrontendIpConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmLoadBalancerFrontendIpConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmLoadBalancerInboundNatPoolConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Add-AzureRmLoadBalancerInboundNatPoolConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmLoadBalancerInboundNatPoolConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmLoadBalancerInboundNatPoolConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSInboundNatPool for cmdlet Get-AzureRmLoadBalancerInboundNatPoolConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmLoadBalancerInboundNatPoolConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmLoadBalancerInboundNatPoolConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSInboundNatPool for cmdlet New-AzureRmLoadBalancerInboundNatPoolConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmLoadBalancerInboundNatPoolConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmLoadBalancerInboundNatPoolConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Remove-AzureRmLoadBalancerInboundNatPoolConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmLoadBalancerInboundNatPoolConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmLoadBalancerInboundNatPoolConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Set-AzureRmLoadBalancerInboundNatPoolConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmLoadBalancerInboundNatPoolConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmLoadBalancerInboundNatRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Add-AzureRmLoadBalancerInboundNatRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmLoadBalancerInboundNatRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmLoadBalancerInboundNatRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSInboundNatRule for cmdlet Get-AzureRmLoadBalancerInboundNatRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmLoadBalancerInboundNatRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmLoadBalancerInboundNatRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSInboundNatRule for cmdlet New-AzureRmLoadBalancerInboundNatRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmLoadBalancerInboundNatRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmLoadBalancerInboundNatRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Remove-AzureRmLoadBalancerInboundNatRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmLoadBalancerInboundNatRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmLoadBalancerInboundNatRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Set-AzureRmLoadBalancerInboundNatRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmLoadBalancerInboundNatRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmLoadBalancerRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Add-AzureRmLoadBalancerRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmLoadBalancerRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmLoadBalancerRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancingRule for cmdlet Get-AzureRmLoadBalancerRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmLoadBalancerRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmLoadBalancerRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancingRule for cmdlet New-AzureRmLoadBalancerRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmLoadBalancerRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmLoadBalancerRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Remove-AzureRmLoadBalancerRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmLoadBalancerRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmLoadBalancerRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Set-AzureRmLoadBalancerRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmLoadBalancerRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmLoadBalancerProbeConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Add-AzureRmLoadBalancerProbeConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmLoadBalancerProbeConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmLoadBalancerProbeConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSProbe for cmdlet Get-AzureRmLoadBalancerProbeConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmLoadBalancerProbeConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmLoadBalancerProbeConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSProbe for cmdlet New-AzureRmLoadBalancerProbeConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmLoadBalancerProbeConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmLoadBalancerProbeConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Remove-AzureRmLoadBalancerProbeConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmLoadBalancerProbeConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmLoadBalancerProbeConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSLoadBalancer for cmdlet Set-AzureRmLoadBalancerProbeConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmLoadBalancerProbeConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmLocalNetworkGateway","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSLocalNetworkGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSLocalNetworkGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmLocalNetworkGateway","3","The output type Microsoft.Azure.Commands.Network.Models.PSLocalNetworkGateway for cmdlet Get-AzureRmLocalNetworkGateway has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmLocalNetworkGateway"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmLocalNetworkGateway","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSLocalNetworkGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSLocalNetworkGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmLocalNetworkGateway","3","The output type Microsoft.Azure.Commands.Network.Models.PSLocalNetworkGateway for cmdlet New-AzureRmLocalNetworkGateway has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmLocalNetworkGateway"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmLocalNetworkGateway","0","The cmdlet Remove-AzureRmLocalNetworkGateway has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmLocalNetworkGateway."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmLocalNetworkGateway","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSLocalNetworkGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSLocalNetworkGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmLocalNetworkGateway","3","The output type Microsoft.Azure.Commands.Network.Models.PSLocalNetworkGateway for cmdlet Set-AzureRmLocalNetworkGateway has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmLocalNetworkGateway"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmNetworkInterface","3","The output type Microsoft.Azure.Commands.Network.Models.PSNetworkInterface for cmdlet Get-AzureRmNetworkInterface has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmNetworkInterface"
