"Assembly","HelpFile","Target","Severity","ProblemId","Description","Remediation"
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.NewAzureWebAppSlotCmdlet","1","6050","Help missing for cmdlet New-AzureRmWebAppSlot implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.NewAzureWebAppSlotCmdlet","Add Help record for cmdlet New-AzureRmWebAppSlot to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.RemoveAzureWebAppSlotCmdlet","1","6050","Help missing for cmdlet Remove-AzureRmWebAppSlot implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.RemoveAzureWebAppSlotCmdlet","Add Help record for cmdlet Remove-AzureRmWebAppSlot to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.ResetAzureWebAppPSlotublishingProfileCmdlet","1","6050","Help missing for cmdlet Reset-AzureRmWebAppSlotPublishingProfile implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.ResetAzureWebAppPSlotublishingProfileCmdlet","Add Help record for cmdlet Reset-AzureRmWebAppSlotPublishingProfile to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.RestartAzureWebAppSlotCmdlet","1","6050","Help missing for cmdlet Restart-AzureRmWebAppSlot implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.RestartAzureWebAppSlotCmdlet","Add Help record for cmdlet Restart-AzureRmWebAppSlot to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.SetAzureWebAppSlotCmdlet","1","6050","Help missing for cmdlet Set-AzureRmWebAppSlot implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.SetAzureWebAppSlotCmdlet","Add Help record for cmdlet Set-AzureRmWebAppSlot to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.StartAzureWebAppSlotCmdlet","1","6050","Help missing for cmdlet Start-AzureRmWebAppSlot implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.StartAzureWebAppSlotCmdlet","Add Help record for cmdlet Start-AzureRmWebAppSlot to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.StopAzureWebAppSlotCmdlet","1","6050","Help missing for cmdlet Stop-AzureRmWebAppSlot implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.StopAzureWebAppSlotCmdlet","Add Help record for cmdlet Stop-AzureRmWebAppSlot to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.EditAzureWebAppBackupConfiguration","1","6050","Help missing for cmdlet Edit-AzureRmWebAppBackupConfiguration implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.EditAzureWebAppBackupConfiguration","Add Help record for cmdlet Edit-AzureRmWebAppBackupConfiguration to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppBackupCmdlet","1","6050","Help missing for cmdlet Get-AzureRmWebAppBackup implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppBackupCmdlet","Add Help record for cmdlet Get-AzureRmWebAppBackup to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppBackupConfiguration","1","6050","Help missing for cmdlet Get-AzureRmWebAppBackupConfiguration implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppBackupConfiguration","Add Help record for cmdlet Get-AzureRmWebAppBackupConfiguration to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppBackupList","1","6050","Help missing for cmdlet Get-AzureRmWebAppBackupList implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppBackupList","Add Help record for cmdlet Get-AzureRmWebAppBackupList to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppMetricsCmdlet","1","6050","Help missing for cmdlet Get-AzureRmWebAppMetrics implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppMetricsCmdlet","Add Help record for cmdlet Get-AzureRmWebAppMetrics to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppPublishingProfileCmdlet","1","6050","Help missing for cmdlet Get-AzureRmWebAppPublishingProfile implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppPublishingProfileCmdlet","Add Help record for cmdlet Get-AzureRmWebAppPublishingProfile to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.NewAzureWebAppBackup","1","6050","Help missing for cmdlet New-AzureRmWebAppBackup implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.NewAzureWebAppBackup","Add Help record for cmdlet New-AzureRmWebAppBackup to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.RemoveAzureWebAppBackup","1","6050","Help missing for cmdlet Remove-AzureRmWebAppBackup implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.RemoveAzureWebAppBackup","Add Help record for cmdlet Remove-AzureRmWebAppBackup to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.ResetAzureWebAppPublishingProfileCmdlet","1","6050","Help missing for cmdlet Reset-AzureRmWebAppPublishingProfile implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.ResetAzureWebAppPublishingProfileCmdlet","Add Help record for cmdlet Reset-AzureRmWebAppPublishingProfile to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.SetAzureWebAppCmdlet","1","6050","Help missing for cmdlet Set-AzureRmWebApp implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.SetAzureWebAppCmdlet","Add Help record for cmdlet Set-AzureRmWebApp to help file."
"Microsoft.Azure.Commands.RecoveryServicesRdfe.dll","Microsoft.Azure.Commands.RecoveryServicesRdfe.dll-help.xml","Microsoft.Azure.Commands.RecoveryServices.NewAzureSiteRecoverySite","1","6050","Help missing for cmdlet New-AzureSiteRecoverySite implemented by class Microsoft.Azure.Commands.RecoveryServices.NewAzureSiteRecoverySite","Add Help record for cmdlet New-AzureSiteRecoverySite to help file."
